Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
31.18594,7.1314898,83.372116,2435.9788,0.012963403,0.31262422,0.30512157,0.12921172,0.74981254,-0.011989409,0.032058157,80.98312,34.21105,1.7460074,12.482212,0.5161073,-0.111130886,0.009965397,0.01617018,0.009392378,-0.0098198755,-0.042948317,0.9501325,0.13781838,0.054121908,-0.006254858,-0.007487414,-0.05009042,1.0040188,0.96737766,3936.558,58.994843,754.1415,71.71522,63.30148,66.250374,0.0019119902,89.90531,1060.3928,DDOS-HTTP_FLOOD
30.898266,6.9596844,89.865814,1505.0479,0.08642185,0.16206504,0.06352199,0.14119053,0.66562945,-0.01370774,0.06489037,68.32523,14.782461,9.276157,4.2833414,0.7274872,0.04334712,0.06962248,-0.047173556,0.0022558589,-0.021378573,-0.017464876,0.894882,0.09852179,0.018052027,0.031151658,-0.028091809,0.01886511,0.9557418,0.9164315,8447.197,62.640583,713.27856,128.42316,137.04547,85.67542,0.0057226443,84.45205,8736.553,DDOS-HTTP_FLOOD
31.827988,6.2767477,63.15215,5209.2954,0.037794415,0.23294587,0.076267466,0.14547122,0.81949997,0.0072817854,0.08103691,90.13855,26.900492,4.391517,11.798866,0.68357277,0.03923194,0.042644553,-0.018930243,-0.009726839,-0.0029598083,-0.007043825,0.8926902,0.0831848,0.0153294355,0.08897226,0.052389223,0.026937842,0.95602363,0.91855544,15473.823,58.657795,1614.4874,275.17825,364.25485,258.19797,0.0049035596,94.99047,184288.08,DDOS-HTTP_FLOOD
37.582176,4.741561,65.91838,-1303.5894,-0.032901052,0.26522014,0.053734794,0.26446667,0.84427357,0.025645588,0.018823415,76.91573,23.473888,5.9901896,10.704541,0.8608914,0.1445236,-0.009775664,-0.028678313,0.012511428,-0.030999329,0.070574544,1.069786,-0.06824285,0.014568482,-0.019680269,0.034593355,-0.0011700392,0.98942024,0.95685095,38718.88,76.4488,2378.7024,392.67307,565.75714,398.48972,0.001671808,99.04857,342853.78,DDOS-HTTP_FLOOD
33.12383,8.751856,68.245155,-1857.4434,0.010646711,0.31207165,0.046141513,0.07507821,0.69809616,-0.062416676,-0.022959866,90.058,34.4187,6.4233694,10.123582,0.62611216,-0.031045929,-0.087777644,-0.029600311,0.06100787,-0.05349157,-0.010696961,0.816294,0.16487391,0.035159953,-0.0056034885,-0.014838941,0.010438365,1.0345471,0.95121664,24880.848,146.12193,1616.9834,304.5939,242.05194,353.89706,0.0064171716,107.35813,113239.84,DDOS-HTTP_FLOOD
28.878761,8.249014,80.48045,1781.0171,0.032456774,0.26877508,0.12100066,0.0740057,0.6248132,0.013640124,0.0430605,74.39533,30.667341,5.134008,8.989782,0.6729043,0.08046789,0.015837329,0.0039801467,-0.05196422,-0.054347493,-0.06554689,0.79135275,0.20699023,-0.041625082,0.03642221,0.08140512,0.022081872,1.0163314,1.0061277,39067.824,59.774616,2930.2883,382.8386,525.72833,370.89038,0.0011451249,102.763374,295960.8,DDOS-HTTP_FLOOD
32.208054,6.9063444,60.35534,9327.587,0.3132635,0.26270616,-0.053099148,-0.05572433,0.679736,0.024841622,0.15583414,81.90024,27.373934,16.22156,0.81144285,0.8660847,0.11426437,-0.02996686,-0.087663606,-0.12988505,0.012438301,-0.06262185,0.74897027,0.09395444,0.004727014,0.12146379,0.10602577,0.05727816,1.0002514,0.96008635,11056.695,59.083313,523.51697,238.0841,158.8598,243.42856,0.003156506,99.022125,15999.223,DDOS-HTTP_FLOOD
32.868176,5.050314,66.36381,-7295.03,0.051443756,0.34657994,-0.09315486,0.052081335,0.62109923,0.022529937,-0.03959151,56.808807,31.986767,6.581113,0.051565167,0.8490032,-0.061552383,0.07873231,0.02390851,0.015600325,-0.00700681,-0.05980622,0.8155458,0.030571934,-0.05424039,0.07789684,0.111513704,0.004870631,0.90754867,0.9326198,11693.527,60.712563,279.8801,61.228703,69.389755,105.66589,0.003898567,87.269356,-5501.9463,DDOS-HTTP_FLOOD
33.667473,7.566064,67.58824,11195.1,0.019000404,0.37388995,-0.15000968,0.13978596,0.6550237,0.0033115065,0.096806146,72.14679,34.165485,4.904148,1.012159,0.8624108,-0.078693226,0.008188532,-0.009630973,-0.05078357,0.015837645,-0.03897319,0.8633808,0.056544926,0.015738845,0.03563183,0.05881738,-0.057010237,0.9907811,0.9639313,32861.305,61.404293,907.6252,271.4102,222.27115,288.11685,0.00061846495,102.55202,103499.96,DDOS-HTTP_FLOOD
29.190979,5.288334,59.98032,11084.274,-0.018933568,0.2257953,0.07440844,0.02314247,0.80762285,0.08799659,0.0768599,99.08278,24.144163,3.1619792,6.6185355,0.69281685,0.0029289143,-0.023632089,-0.07250381,-0.01431559,0.0646912,0.0045407843,0.70582104,0.03111281,0.013014048,0.13681878,0.11619315,0.023825077,1.0299011,0.8965702,27395.023,90.29329,1311.4817,281.82693,226.73376,344.7955,0.0067345374,107.783066,98129.664,DDOS-HTTP_FLOOD
31.162241,6.7466555,66.16555,5587.3027,0.12103409,0.20686136,0.048846215,0.07885169,0.87235135,0.027487375,0.13699336,95.69586,21.819996,8.704016,4.6709533,0.85260415,0.047446933,-0.0022288924,-0.0093914885,-0.037088238,-0.026164604,-0.08214805,0.9717947,0.029221285,-0.04948711,0.057515334,0.02159615,-0.04025206,0.99555546,0.9732514,30222.07,57.42676,1172.8154,268.61356,235.72537,289.18512,0.0011467515,108.58977,109066.31,DDOS-HTTP_FLOOD
