Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
24.90105,6.836115,95.53854,-344.79346,-0.025542717,-0.0024020697,0.005336199,0.15576795,0.7475319,0.0035238713,-0.0040393416,8.029751,-0.50499773,0.007946248,-0.19128554,-0.022013899,0.70560354,0.0046596304,-0.013295308,0.06441044,0.01775175,-0.031932812,0.7662405,0.16492233,-0.008778934,0.06108429,0.041470245,-0.03650981,0.98655206,0.9799128,7981.4697,60.321045,1334.6332,410.7938,534.9024,406.23102,0.0034011449,9.68647,332368.12,RECON-PINGSWEEP
25.535725,6.3070707,60.85698,-1577.3774,0.05801095,0.04038328,0.031544726,0.08338199,0.66594285,0.0061766133,-0.03186259,7.3636985,1.5953642,1.8925176,-0.1794306,0.09186754,0.54460424,0.04366932,-0.057617534,0.008595059,-0.0029790122,-0.007028356,0.73318577,0.17745985,0.0059593725,0.091312364,0.05980275,0.037019506,0.96520525,0.9519079,4658.293,66.94488,1003.1161,396.79517,373.07605,431.96576,0.0069440575,14.101669,180289.27,RECON-PINGSWEEP
20.446104,8.589058,86.80814,-511.57764,0.1077268,0.043825883,0.008839601,0.014030742,0.5684106,-0.0024843332,-0.037741072,4.9321194,1.0973208,1.4085473,-0.12099095,-0.021786029,0.42472783,0.0883751,0.01720931,-0.046537165,0.0017305976,-0.047189794,0.51401776,0.3490054,-0.015956735,0.07509444,0.14905387,-0.012689027,0.9524333,0.99990207,6298.6255,61.52899,1088.2432,453.4854,420.9451,443.34805,0.006044535,1.8907928,222516.31,RECON-PINGSWEEP
22.868763,5.041568,68.58806,-5268.9487,0.06657577,0.13154362,0.061785817,0.031792313,0.5979712,0.021215964,0.020172855,6.6524487,2.1156461,0.23320155,0.6205059,0.06528165,0.3782873,0.088832304,-0.016398618,-0.0006229989,0.012268982,-0.0092539415,0.68448985,0.16477022,0.0016171392,0.114289336,0.057877,-0.020040872,0.9132243,0.9007137,740.10254,62.347046,491.1488,152.74887,130.76385,142.00363,0.011410925,9.08934,42029.785,RECON-PINGSWEEP
22.47525,9.066125,84.73225,-729.8994,0.11477575,0.067876786,0.026070591,0.09202208,0.54241806,-0.010396877,0.026027769,5.1852884,1.7504718,3.0106022,-0.018344797,0.09890255,0.35729492,0.13356034,0.0044629257,-0.028446022,0.019151874,-0.044412233,0.58482975,0.36131793,-0.010390114,0.04625382,0.06933228,-0.004168665,0.9580731,0.9731983,2880.116,71.2213,1144.2886,334.12805,427.52856,363.5385,0.006157647,10.879021,197958.52,RECON-PINGSWEEP
20.120478,8.568398,68.91418,-681.68506,0.026303643,0.03271787,0.06269832,0.11557352,0.5456967,0.019266589,0.022359625,4.4253335,0.44076386,0.0672146,0.38042918,-0.05780387,0.5163183,0.02914517,-0.003933725,0.03421426,0.0019972539,-0.02116491,0.6042472,0.2704124,-0.038254995,0.06637947,0.055379625,-0.0066040084,0.95967054,0.9330528,3359.7795,58.959457,145.84033,125.20382,57.456818,109.49864,0.004051642,15.321854,4603.69,RECON-PINGSWEEP
28.575907,3.9814692,60.47783,19878.654,0.096746765,-0.0101623,0.09667561,0.036131207,0.9147312,-0.0032952586,0.04455093,9.663501,-0.2897268,0.373839,0.52556556,0.08838744,0.5873816,-0.018303161,0.04332432,-0.009972182,0.025581826,-0.031199582,0.9227472,-0.022138294,-0.04825307,0.11134146,0.080723904,0.010256901,0.93691295,0.9776469,4400.627,61.130688,741.199,271.0858,310.79352,313.40146,0.0007144438,14.099899,177463.66,RECON-PINGSWEEP
25.504578,4.965042,58.906185,1392.2561,0.034756597,0.00076575944,0.004839797,0.24045615,0.7666972,0.008400014,0.022206679,7.278941,0.06773361,0.3308518,-0.08600642,-0.043277964,0.7825064,-0.016011067,0.0014230562,0.03723994,0.008566551,-0.0029674405,0.8310295,0.11902116,-0.041092522,0.11630542,0.029569983,-0.0053590536,0.96355474,0.9087127,2171.5476,59.210815,1389.3181,386.4431,538.317,406.42224,0.0069074873,9.6421585,366478.1,RECON-PINGSWEEP
21.22374,9.068292,71.198204,-3133.5547,0.080883205,0.093748465,0.018912045,0.016013524,0.4368875,0.02773554,-0.022261385,3.4105165,1.8554783,0.65036094,-0.22901249,-0.009830286,0.43155128,0.13529682,0.0037640007,0.020242909,-0.013047317,-0.048848722,0.47005376,0.42532358,-0.03178661,0.08875043,0.07632748,-0.030150678,0.95189524,0.9470907,3180.495,68.97972,914.68646,349.0936,312.42905,326.4153,0.013535775,8.60582,135109.23,RECON-PINGSWEEP
19.632631,10.784194,61.331547,16507.666,0.13286602,0.018048836,-0.0022715842,-0.06575019,0.411891,0.0045825616,-0.017072355,1.9956,0.39186832,0.89947313,-0.099271744,-0.13304786,0.4980068,0.074672416,-0.032716516,0.07523542,-0.048253343,-0.07659579,0.36550152,0.5484279,-0.030489054,0.062034555,0.071948014,0.027243717,0.93683153,0.949268,1056.3281,73.86942,52.750443,322.41168,8.714922,322.86856,0.0057346253,0.25320435,-15790.342,RECON-PINGSWEEP
