Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
24.578133,5.877966,67.423996,5034.134,0.13915569,0.03005868,0.02779242,0.4447337,0.7406182,-0.009587632,-0.06546381,6.16016,0.55052686,1.3144355,0.9560999,0.16982473,0.19005802,0.08079538,0.00019541476,-0.018374775,0.026159398,-0.060570918,0.78819823,0.18368523,0.028513964,0.09035799,-0.0017574383,-0.034359343,0.922095,0.9876296,3875.3364,60.572548,358.4281,164.17598,68.49231,178.18001,0.012460799,9.263977,-7229.2686,SQLINJECTION
24.205473,6.772739,80.08492,-1144.0723,0.10513419,0.037384912,5.6535937e-05,0.28394195,0.7035043,0.017754424,-0.022624657,7.0049,0.76333404,0.5535767,-0.011987443,0.09434147,0.46552497,0.10539635,-0.002808692,-0.0028775865,0.033934124,-0.08245807,0.7179544,0.24913467,0.0009910483,0.0558952,-0.037095882,-0.014737386,0.9447186,0.9523389,-303.45898,59.643467,368.5174,115.78845,88.938194,110.52956,0.014712327,7.192192,-10905.463,SQLINJECTION
21.840303,9.344861,84.60743,4499.115,0.1062101,0.053861152,-0.011741486,0.03446864,0.49063924,-0.041738085,-0.013544982,2.945201,0.46782458,0.050965007,-0.077649504,0.13805924,0.07874936,0.14545506,0.08352336,0.061554857,-0.03396701,-0.05926699,0.4804727,0.43978757,-0.06578073,0.029137533,-0.028356299,0.038828805,0.9754299,0.95762366,2879.0698,69.81098,147.17899,231.30475,-8.738377,185.07443,0.014691018,2.1046066,-3741.283,SQLINJECTION
25.463371,6.531261,86.91982,5648.631,0.0694618,0.13200621,-0.005968008,0.33904585,0.6637632,-0.019457329,0.03643145,5.230041,0.8397755,0.09034876,0.065549925,0.06628353,0.4515334,0.05988419,-0.009810244,-0.014968982,0.024294544,-0.05523758,0.7684364,0.18971619,-0.021562077,0.0690713,-0.042794928,-0.025390241,0.9654836,0.95938784,1773.3628,60.225,643.2346,138.59619,179.73624,143.8137,0.012248942,8.470253,65564.88,SQLINJECTION
26.562702,4.914073,75.71598,1303.2593,0.12064169,0.317378,0.032055415,0.11827671,0.55905354,-0.013653431,-0.012395207,5.182861,2.769314,0.3857559,0.10976939,0.2909129,0.1239716,0.102602236,0.028159946,-0.012818713,0.044177502,-5.272217e-05,0.7854848,0.13823777,-0.019321298,0.023782913,0.028113909,-0.0061497837,0.94833064,0.9483118,910.2046,61.446445,268.23785,96.118576,58.513645,103.16779,0.015554269,7.107422,-1191.103,SQLINJECTION
21.457073,9.542365,65.648865,2190.3774,0.075768664,0.033096913,-0.01373122,0.45362088,0.544405,0.03988856,0.020727675,3.82764,0.68320405,0.13976403,-0.1614278,0.15994966,0.034942515,0.11258866,-0.021633204,0.0046524685,0.01956093,-0.068312444,0.57406855,0.4172737,-0.010218057,0.08317475,-0.00014160294,-0.0053718127,0.93464327,0.9567433,3191.8281,69.407,668.79443,299.8634,168.72379,260.01355,0.013820188,6.5307465,44003.348,SQLINJECTION
23.828556,6.6778007,59.8046,5356.284,0.12667868,0.011818841,0.03592274,0.030382682,0.6133237,-0.012096575,0.032383434,5.859065,0.38748738,0.7440749,-0.117686614,0.21657595,0.22281729,0.079234056,0.049283467,-0.016567005,0.0025809603,-0.01546896,0.68614584,0.27607822,-0.01511671,0.06537244,0.013038645,0.0070352573,0.96316785,0.9175159,29.285156,61.7886,136.58643,141.39252,29.090652,113.49995,0.00898141,15.014198,-11583.011,SQLINJECTION
22.108747,11.326041,75.76049,3097.8018,0.13842863,0.011361727,0.01959297,0.03265819,0.47515258,-0.048711862,-0.0066994177,3.6090333,0.20201743,1.6502469,-0.073899664,0.16330102,0.15869358,0.13321479,0.034811005,0.013145722,0.029200388,-0.029384378,0.467478,0.51979405,0.0009512459,0.0055545825,-0.013282711,0.011256397,1.0140026,0.98466027,1409.4761,73.51488,124.247025,140.82942,1.0774078,123.645546,0.0073316945,11.153778,-24301.695,SQLINJECTION
28.399506,3.8167586,93.04115,527.2527,0.15134312,0.18068674,-0.0042195595,0.17061654,0.6978597,-0.0050436156,-0.036337435,8.308754,1.8531834,0.90415066,-0.06641111,0.15932274,0.41071782,0.09967317,0.057234507,-0.03122993,0.0032964908,-0.002609347,0.8055686,0.17407882,0.018114135,0.046109036,-0.015623161,-0.06370656,0.923944,0.8954581,-4449.911,61.54822,342.4268,25.825874,55.54717,69.20232,0.023632396,4.749466,-640.44495,SQLINJECTION
18.692686,8.9384365,80.893295,8167.996,0.07341669,0.022501292,0.0027852808,0.26177293,0.48857188,-0.020581987,-0.023024695,3.5331655,0.043282416,0.06706274,-0.09107964,0.15402184,0.029674757,0.088443086,-0.010483669,0.0048324745,0.01456932,-0.07664463,0.51948,0.44792935,-0.037266683,0.0869945,-0.008871778,-0.034993462,0.94116795,0.96584,2252.7432,60.11803,269.89642,186.9079,36.116486,192.21292,0.015785433,9.8168335,-15693.152,SQLINJECTION
